# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 19 15:48:34 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_radestr < 5
# CONSTRAINT:  and pl_bmassestr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-62 f,Kepler-62,1,1,5,Transit,2013,Kepler,1,1,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,267.29100000,0.00500000,-0.00500000,0,0.718000,0.007000,-0.007000,0,1.410,0.070,-0.070,0,0.126,0.006,-0.006,0,35.00000,,,1,0.11000,,,1,Mass,,,,,,,,,208,11,-11,0,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,[Fe/H],4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080,2014-05-14,2013-05,2014-05-14
Kepler-58 b,Kepler-58,1,1,3,Transit,2012,Kepler,0,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,10.21849540,0.00015000,-0.00015000,0,,,,,2.780,,,0,0.248,,,0,35.50000,,,1,0.11170,,,1,Mass,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,5843.00,,,0,1.03,,,0,0.95,,,0,,,,,,4.39,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.2520000,24.4780000,-23.3200000,15.0860000,0.0920000,-0.0920000,13.2830000,0.0320000,-0.0320000,14.8663000,0.0003180,-0.0003180,2021-09-22,2013-01,2021-09-22
Kepler-122 f,Kepler-122,1,1,5,Transit Timing Variations,2014,Kepler,0,1,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,56.26800000,,,0,,,,,1.750,0.600,-0.160,0,0.156,0.054,-0.014,0,36.00000,19.40000,-16.20000,0,0.11300,0.06100,-0.05100,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.95,,,0,1.03,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m26.85s,291.1118647,+39d56m56.49s,39.9490248,1027.4500000,19.3200000,-18.6400000,14.4030000,0.1260000,-0.1260000,12.8260000,0.0280000,-0.0280000,14.2223000,0.0002490,-0.0002490,2014-05-28,2014-05,2014-05-28
Kepler-22 b,Kepler-22,1,1,1,Transit,2011,Kepler,1,1,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,289.86230000,0.00160000,-0.00200000,0,0.849000,0.018000,-0.017000,0,2.380,0.130,-0.130,0,0.212,0.012,-0.012,0,36.00000,,,1,0.11300,,,1,Mass,0.000000,,,0,,,,,262,,,0,0,<a refstr=BORUCKI_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745..120B/abstract target=ref>Borucki et al. 2012</a>,G5 V,5518.00,44.00,-44.00,0,0.98,0.02,-0.02,0,0.97,0.06,-0.06,0,-0.290,0.060,-0.060,0,[Fe/H],4.44,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m52.13s,289.2172051,+47d53m02.91s,47.8841427,194.6420000,0.9270000,-0.9180000,11.7510000,0.0570000,-0.0570000,10.1520000,0.0140000,-0.0140000,11.6444000,0.0002390,-0.0002390,2014-05-14,2012-02,2014-05-14
Kepler-53 c,Kepler-53,1,1,3,Transit,2012,Kepler,0,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,38.55830380,0.00041000,-0.00041000,0,,,,,3.170,,,0,0.283,,,0,36.00000,,,1,0.11327,,,1,Mass,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,5858.00,,,0,0.89,,,0,0.98,,,0,,,,,,4.53,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m50.83s,290.4617926,+40d33m44.99s,40.5624966,1366.0700000,65.8100000,-60.1300000,15.3670000,0.0580000,-0.0580000,13.8070000,0.0510000,-0.0510000,15.3877000,0.0003720,-0.0003720,2021-09-22,2013-01,2021-09-22
Kepler-62 e,Kepler-62,1,1,5,Transit,2013,Kepler,1,1,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,122.38740000,0.00080000,-0.00080000,0,0.427000,0.004000,-0.004000,0,1.610,0.050,-0.050,0,0.144,0.004,-0.004,0,36.00000,,,1,0.11300,,,1,Mass,,,,,,,,,270,15,-15,0,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.69,0.02,-0.02,0,-0.370,0.040,-0.040,0,[Fe/H],4.68,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.8740000,1.2190000,-1.2190000,13.9650000,0.0920000,-0.0920000,11.6590000,0.0210000,-0.0210000,13.7197000,0.0002080,-0.0002080,2014-05-14,2013-05,2014-05-14
Kepler-145 b,Kepler-145,1,1,2,Transit,2013,Kepler,0,1,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,22.95100000,,,0,,,,,2.650,0.080,-0.080,0,0.236,0.007,-0.007,0,37.10000,11.60000,-11.60000,0,0.11700,0.03600,-0.03600,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,1.85,0.05,-0.05,0,1.32,0.10,-0.10,0,,,,,,4.02,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m33.06s,291.3877397,+44d31m44.57s,44.5290465,566.8500000,8.3850000,-8.1480000,11.9770000,0.0340000,-0.0340000,10.6280000,0.0160000,-0.0160000,11.8746000,0.0002090,-0.0002090,2014-05-14,2014-02,2014-05-14
WASP-132 c,WASP-132,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1,Published Confirmed,0,<a refstr=HORD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502501H/abstract target=ref>Hord et al. 2022</a>,1.01153400,0.00000500,-0.00000500,0,0.018200,0.000300,-0.000300,0,1.850,0.100,-0.100,0,0.165,0.009,-0.009,0,37.35000,,,1,0.11752,,,1,Mass,0.130000,0.200000,-0.090000,0,,,,,,,,,0,<a refstr=HORD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502501H/abstract target=ref>Hord et al. 2022</a>,K4,4714.00,87.00,-88.00,0,0.75,0.03,-0.03,0,0.78,0.03,-0.03,0,0.180,0.120,-0.120,0,[Fe/H],4.58,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.9100000,0.5680000,-0.5620000,11.9380000,0.0460000,-0.0460000,9.6740000,0.0240000,-0.0240000,11.7538000,0.0003410,-0.0003410,2022-05-23,2022-05,2022-05-23
Kepler-279 d,Kepler-279,1,1,3,Transit,2013,Kepler,0,1,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,54.41400000,,,0,,,,,3.100,1.240,-0.300,0,0.277,0.111,-0.027,0,37.50000,5.50000,-4.50000,0,0.11800,0.01700,-0.01400,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0,,,,,,4.42,0.05,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,21.5500000,-21.5500000,13.6470000,0.0800000,-0.0800000,12.5090000,0.0190000,-0.0190000,13.5847000,0.0002140,-0.0002140,2014-05-14,2014-02,2014-05-14
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,1,Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,0.00000262,-0.00000279,0,0.015980,0.000130,-0.000140,0,3.444,0.157,-0.115,0,0.307,0.014,-0.010,0,39.09000,2.66000,-2.55000,0,0.12299,0.00837,-0.00802,0,Mass,0.000000,0.000000,0.000000,0,,,,,,,,,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.80,42.50,-41.20,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,0.190,0.030,-0.030,0,[Fe/H],4.48,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.7340000,1.5690000,-1.5470000,11.9810000,0.0340000,-0.0340000,10.4180000,0.0230000,-0.0230000,12.0645000,0.0001870,-0.0001870,2020-07-02,2020-07,2020-07-09
TOI-1670 b,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1,Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462000,0.00046000,-0.00051000,0,0.103000,0.002000,-0.002000,0,2.060,0.190,-0.150,0,0.184,0.017,-0.013,0,41.31769,,,1,0.13000,,,1,Mass,0.590000,0.170000,-0.260000,0,,,,,1062,14,-13,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170.00,61.00,-61.00,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.090,0.070,-0.070,0,[Fe/H],4.29,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.0670000,0.6900000,-0.6840000,9.8890000,0.0040000,-0.0040000,8.7240000,0.0180000,-0.0180000,9.8193400,0.0003700,-0.0003700,2022-03-16,2022-03,2022-03-16
HD 95338 b,HD 95338,1,1,1,Radial Velocity,2020,Las Campanas Observatory,1,1,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.1860D/abstract target=ref>D&iacute;az et al. 2020</a>,55.08700000,0.02000000,-0.02000000,0,0.262000,0.002000,-0.002000,0,3.890,0.190,-0.200,0,0.347,0.017,-0.018,0,42.44000,2.22000,-2.08000,0,0.13353,0.00698,-0.00654,0,Mass,0.197000,0.029000,-0.024000,0,7.42,0.22,-0.22,0,385,17,-17,0,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.1860D/abstract target=ref>D&iacute;az et al. 2020</a>,K0.5 V,5212.00,16.00,-11.00,0,0.87,0.04,-0.04,0,0.83,0.02,-0.02,0,0.040,0.100,-0.100,0,[Fe/H],4.54,0.21,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h59m25.52s,164.8563364,-56d37m24.80s,-56.6235564,36.9941000,0.0689000,-0.0687000,8.6200000,0.0300000,-0.0300000,6.5910000,0.0180000,-0.0180000,8.3821300,0.0002790,-0.0002790,2020-07-17,2020-06,2020-07-23
Kepler-129 c,Kepler-129,1,1,3,Transit,2014,Kepler,1,1,Published Confirmed,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,82.20000000,,,0,0.390000,,,0,2.520,0.070,-0.070,0,0.225,0.006,-0.006,0,43.00000,13.00000,-12.00000,0,0.13529,0.04090,-0.03776,0,Mass,,,,,,,,,,,,,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>,G4 V,5770.00,83.00,-83.00,0,1.65,0.01,-0.01,0,1.18,0.02,-0.03,0,0.290,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.8450000,4.3990000,-4.3080000,11.8090000,0.0220000,-0.0220000,10.2520000,0.0190000,-0.0190000,11.6437000,0.0002090,-0.0002090,2021-06-28,2021-09,2021-06-28
Kepler-52 c,Kepler-52,1,1,3,Transit,2012,Kepler,0,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,16.38500210,0.00014000,-0.00014000,0,,,,,1.840,,,0,0.164,,,0,45.40000,,,1,0.14284,,,1,Mass,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,4075.00,,,0,0.52,,,0,0.54,,,0,,,,,,4.74,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.5420000,2.4200000,-2.3830000,15.5130000,0.2170000,-0.2170000,12.3600000,0.0270000,-0.0270000,15.0589000,0.0006800,-0.0006800,2021-09-22,2013-01,2021-09-22
TOI-1696 b,TOI-1696,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,1,Published Confirmed,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,2.50031100,0.00000400,-0.00000400,0,0.022900,0.000200,-0.000200,0,3.090,0.110,-0.110,0,0.276,0.010,-0.010,0,48.80000,,,1,0.15354,,,1,Mass,,,,,,,,,489,13,-13,0,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,M5V,3185.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.26,0.01,-0.01,0,0.336,0.060,-0.060,0,[Fe/H],4.96,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m07.36s,65.2806480,+48d49m11.39s,48.8198312,64.9172000,0.3581000,-0.3544000,16.8200000,1.1330000,-1.1330000,11.3310000,0.0230000,-0.0230000,15.3314000,0.0004210,-0.0004210,2022-06-27,2022-06,2022-06-27
Kepler-279 c,Kepler-279,1,1,3,Transit,2013,Kepler,0,1,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,35.73600000,,,0,,,,,4.300,1.720,-0.410,0,0.384,0.153,-0.037,0,49.40000,7.20000,-5.90000,0,0.15500,0.02300,-0.01900,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0,,,,,,4.42,0.05,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m33.91s,287.3912950,+42d11m41.36s,42.1948220,1037.4000000,21.5500000,-21.5500000,13.6470000,0.0800000,-0.0800000,12.5090000,0.0190000,-0.0190000,13.5847000,0.0002140,-0.0002140,2014-05-14,2014-02,2014-05-14
Kepler-58 c,Kepler-58,1,1,3,Transit,2012,Kepler,0,1,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,15.57415680,0.00027000,-0.00027000,0,,,,,2.860,,,0,0.255,,,0,53.00000,,,1,0.16676,,,1,Mass,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,5843.00,,,0,1.03,,,0,0.95,,,0,,,,,,4.39,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m26.07s,296.3586251,+39d06m54.73s,39.1152033,969.2520000,24.4780000,-23.3200000,15.0860000,0.0920000,-0.0920000,13.2830000,0.0320000,-0.0320000,14.8663000,0.0003180,-0.0003180,2021-09-22,2013-01,2021-09-22
